coarse_cell_id,original_landuse,landuse,IsProductionForestCell,forest_rule_repair
11763,OpenWetRich,OpenWetRich,0,FALSE
11775,OpenWetRich,OpenWetRich,0,FALSE
11776,OpenWetRich,OpenWetRich,0,FALSE
11777,OpenWetRich,OpenWetRich,0,FALSE
11778,OpenWetRich,OpenWetRich,0,FALSE
11779,ForestWetPoor,ForestWetPoor,1,FALSE
12051,OpenWetRich,OpenWetRich,0,FALSE
12053,OpenWetRich,OpenWetRich,0,FALSE
12054,OpenWetRich,OpenWetRich,0,FALSE
12055,OpenWetRich,OpenWetRich,0,FALSE
12056,OpenWetRich,OpenWetRich,0,FALSE
12070,OpenWetRich,OpenWetRich,0,FALSE
12071,OpenWetRich,OpenWetRich,0,FALSE
12072,OpenWetRich,OpenWetRich,0,FALSE
12073,OpenWetRich,OpenWetRich,0,FALSE
12346,OpenWetRich,OpenWetRich,0,FALSE
12348,OpenWetRich,OpenWetRich,0,FALSE
12349,OpenWetRich,OpenWetRich,0,FALSE
12350,OpenWetRich,OpenWetRich,0,FALSE
12351,OpenWetRich,OpenWetRich,0,FALSE
12364,OpenWetRich,OpenWetRich,0,FALSE
12365,OpenWetRich,OpenWetRich,0,FALSE
12366,OpenWetRich,OpenWetRich,0,FALSE
12367,OpenWetRich,OpenWetRich,0,FALSE
12368,OpenWetRich,OpenWetRich,0,FALSE
12640,OpenDryPoor,OpenDryPoor,0,FALSE
12641,OpenWetRich,OpenWetRich,0,FALSE
12642,OpenWetRich,OpenWetRich,0,FALSE
12643,OpenWetRich,OpenWetRich,0,FALSE
12644,OpenWetRich,OpenWetRich,0,FALSE
12645,OpenWetRich,OpenWetRich,0,FALSE
12646,OpenWetRich,OpenWetRich,0,FALSE
12647,OpenWetRich,OpenWetRich,0,FALSE
12648,OpenWetRich,OpenWetRich,0,FALSE
12658,OpenWetRich,OpenWetRich,0,FALSE
12659,OpenWetRich,OpenWetRich,0,FALSE
12661,OpenWetRich,OpenWetRich,0,FALSE
12662,OpenWetRich,OpenWetRich,0,FALSE
12935,OpenDryPoor,OpenDryPoor,0,FALSE
12937,OpenWetRich,OpenWetRich,0,FALSE
12938,OpenWetRich,OpenWetRich,0,FALSE
12939,OpenWetRich,OpenWetRich,0,FALSE
12940,OpenWetRich,OpenWetRich,0,FALSE
12941,OpenWetRich,OpenWetRich,0,FALSE
12942,OpenWetRich,OpenWetRich,0,FALSE
12943,OpenWetRich,OpenWetRich,0,FALSE
12944,OpenWetRich,OpenWetRich,0,FALSE
12952,OpenWetRich,OpenWetRich,0,FALSE
12953,OpenWetRich,OpenWetRich,0,FALSE
12954,OpenWetRich,OpenWetRich,0,FALSE
12955,OpenWetRich,OpenWetRich,0,FALSE
12956,OpenWetRich,OpenWetRich,0,FALSE
12957,OpenWetRich,OpenWetRich,0,FALSE
13234,OpenDryPoor,OpenDryPoor,0,FALSE
13235,OpenWetRich,OpenWetRich,0,FALSE
13236,OpenWetRich,OpenWetRich,0,FALSE
13237,OpenWetRich,OpenWetRich,0,FALSE
13239,OpenWetRich,OpenWetRich,0,FALSE
13247,OpenWetRich,OpenWetRich,0,FALSE
13248,OpenWetRich,OpenWetRich,0,FALSE
13249,OpenWetRich,OpenWetRich,0,FALSE
13250,OpenWetRich,OpenWetRich,0,FALSE
13251,OpenWetRich,OpenWetRich,0,FALSE
13252,OpenWetRich,OpenWetRich,0,FALSE
13254,OpenDryPoor,OpenDryPoor,0,FALSE
13527,ForestDryRich,ForestDryRich,1,FALSE
13528,OpenDryPoor,OpenDryPoor,0,FALSE
13529,OpenDryPoor,OpenDryPoor,0,FALSE
13530,OpenWetRich,OpenWetRich,0,FALSE
13531,OpenWetRich,OpenWetRich,0,FALSE
13532,OpenWetRich,OpenWetRich,0,FALSE
13543,OpenWetRich,OpenWetRich,0,FALSE
13544,OpenWetRich,OpenWetRich,0,FALSE
13545,OpenWetRich,OpenWetRich,0,FALSE
13546,OpenWetRich,OpenWetRich,0,FALSE
13547,OpenWetRich,OpenWetRich,0,FALSE
13549,OpenDryPoor,OpenDryPoor,0,FALSE
13822,ForestDryRich,ForestDryRich,1,FALSE
13823,OpenDryPoor,OpenDryPoor,0,FALSE
13824,OpenDryPoor,OpenDryPoor,0,FALSE
13825,OpenWetRich,OpenWetRich,0,FALSE
13826,OpenWetRich,OpenWetRich,0,FALSE
14118,OpenDryPoor,OpenDryPoor,0,FALSE
14119,OpenDryPoor,OpenDryPoor,0,FALSE
14120,OpenWetRich,OpenWetRich,0,FALSE
14121,OpenWetRich,OpenWetRich,0,FALSE
14413,OpenDryPoor,OpenDryPoor,0,FALSE
14416,OpenWetRich,OpenWetRich,0,FALSE
14708,OpenDryPoor,OpenDryPoor,0,FALSE
15003,OpenDryPoor,OpenDryPoor,0,FALSE
15023,ForestDryRich,ForestDryRich,0,FALSE
15317,OpenDryPoor,OpenDryPoor,0,FALSE
15593,OpenWetRich,OpenWetRich,0,FALSE
15594,OpenWetRich,OpenWetRich,0,FALSE
15595,OpenWetRich,OpenWetRich,0,FALSE
15610,OpenWetRich,OpenWetRich,0,FALSE
15611,OpenWetRich,OpenWetRich,0,FALSE
15612,OpenDryPoor,OpenDryPoor,0,FALSE
15888,OpenWetRich,OpenWetRich,0,FALSE
15890,OpenWetRich,OpenWetRich,0,FALSE
15896,OpenDryPoor,OpenDryPoor,0,FALSE
15897,OpenDryPoor,OpenDryPoor,0,FALSE
15905,OpenWetRich,OpenWetRich,0,FALSE
15906,OpenWetRich,OpenWetRich,0,FALSE
15907,OpenDryPoor,OpenDryPoor,0,FALSE
16180,OpenWetRich,OpenWetRich,0,FALSE
16181,OpenWetRich,OpenWetRich,0,FALSE
16183,OpenWetRich,OpenWetRich,0,FALSE
16184,OpenWetRich,OpenWetRich,0,FALSE
16185,OpenDryPoor,OpenDryPoor,0,FALSE
16191,OpenDryPoor,OpenDryPoor,0,FALSE
16192,OpenDryPoor,OpenDryPoor,0,FALSE
16200,OpenWetRich,OpenWetRich,0,FALSE
16201,OpenDryPoor,OpenDryPoor,0,FALSE
16202,OpenDryPoor,OpenDryPoor,0,FALSE
16475,OpenWetRich,OpenWetRich,0,FALSE
16476,OpenWetRich,OpenWetRich,0,FALSE
16477,OpenWetRich,OpenWetRich,0,FALSE
16478,OpenWetRich,OpenWetRich,0,FALSE
16479,OpenWetRich,OpenWetRich,0,FALSE
16480,OpenWetRich,OpenWetRich,0,FALSE
16491,OpenWetRich,OpenWetRich,0,FALSE
16495,OpenWetRich,OpenWetRich,0,FALSE
16496,OpenWetRich,OpenWetRich,0,FALSE
16768,OpenWetRich,OpenWetRich,0,FALSE
16769,ForestDryRich,ForestDryRich,1,FALSE
16770,OpenWetRich,OpenWetRich,0,FALSE
16771,OpenWetRich,OpenWetRich,0,FALSE
16772,OpenWetRich,OpenWetRich,0,FALSE
16773,OpenWetRich,OpenWetRich,0,FALSE
16774,ForestWetRich,ForestWetRich,1,FALSE
16786,OpenWetRich,OpenWetRich,0,FALSE
16790,OpenWetRich,OpenWetRich,0,FALSE
17063,OpenWetRich,OpenWetRich,0,FALSE
17064,OpenWetRich,OpenWetRich,0,FALSE
17065,OpenWetRich,OpenWetRich,0,FALSE
17066,OpenWetRich,OpenWetRich,0,FALSE
17067,OpenWetRich,OpenWetRich,0,FALSE
17068,OpenWetRich,OpenWetRich,0,FALSE
17069,OpenWetRich,OpenWetRich,0,FALSE
17085,OpenDryPoor,OpenDryPoor,0,FALSE
17358,OpenWetRich,OpenWetRich,0,FALSE
17359,OpenWetRich,OpenWetRich,0,FALSE
17360,OpenWetRich,OpenWetRich,0,FALSE
17361,OpenWetRich,OpenWetRich,0,FALSE
17362,OpenWetRich,OpenWetRich,0,FALSE
17363,OpenWetRich,OpenWetRich,0,FALSE
17364,OpenWetRich,OpenWetRich,0,FALSE
17365,OpenWetRich,OpenWetRich,0,FALSE
17659,OpenWetRich,OpenWetRich,0,FALSE
17660,OpenWetRich,OpenWetRich,0,FALSE
17661,OpenWetRich,OpenWetRich,0,FALSE
17955,OpenWetRich,OpenWetRich,0,FALSE
17956,OpenWetRich,OpenWetRich,0,FALSE
18250,OpenWetRich,OpenWetRich,0,FALSE
18545,OpenWetRich,OpenWetRich,0,FALSE
18841,OpenWetRich,OpenWetRich,0,FALSE
18846,ForestWetPoor,ForestWetPoor,0,FALSE
18847,ForestWetPoor,ForestWetPoor,0,FALSE
18848,ForestWetPoor,ForestWetPoor,0,FALSE
18849,ForestWetPoor,ForestWetPoor,1,FALSE
18850,ForestWetPoor,ForestWetPoor,0,FALSE
19135,OpenWetRich,OpenWetRich,0,FALSE
19136,OpenWetRich,OpenWetRich,0,FALSE
19141,ForestWetPoor,ForestWetPoor,0,FALSE
19142,ForestWetPoor,ForestWetPoor,0,FALSE
19143,ForestWetPoor,ForestWetPoor,1,FALSE
19144,ForestWetPoor,ForestWetPoor,0,FALSE
19429,ForestDryRich,ForestDryRich,1,FALSE
19430,OpenWetRich,OpenWetRich,0,FALSE
19431,OpenWetRich,OpenWetRich,0,FALSE
19438,ForestWetPoor,ForestWetPoor,0,FALSE
19439,ForestWetPoor,ForestWetPoor,0,FALSE
19725,OpenWetRich,OpenWetRich,0,FALSE
19726,OpenWetRich,OpenWetRich,0,FALSE
19732,OpenWetRich,OpenWetRich,0,FALSE
19733,OpenWetRich,OpenWetRich,0,FALSE
20020,OpenWetRich,OpenWetRich,0,FALSE
20021,OpenWetRich,OpenWetRich,0,FALSE
20022,OpenWetRich,OpenWetRich,0,FALSE
20023,OpenWetRich,OpenWetRich,0,FALSE
20027,OpenWetRich,OpenWetRich,0,FALSE
20028,OpenWetRich,OpenWetRich,0,FALSE
20029,OpenWetRich,OpenWetRich,0,FALSE
20311,ForestWetRich,ForestWetRich,1,FALSE
20312,ForestWetRich,ForestWetRich,1,FALSE
20313,ForestWetRich,ForestWetRich,1,FALSE
20314,ForestWetRich,ForestWetRich,0,FALSE
20315,OpenWetRich,OpenWetRich,0,FALSE
20316,OpenWetRich,OpenWetRich,0,FALSE
20317,OpenWetRich,OpenWetRich,0,FALSE
20322,OpenWetRich,OpenWetRich,0,FALSE
20323,OpenWetRich,OpenWetRich,0,FALSE
20324,OpenWetRich,OpenWetRich,0,FALSE
20325,OpenWetRich,OpenWetRich,0,FALSE
20604,ForestWetRich,ForestWetRich,1,FALSE
20605,ForestWetRich,ForestWetRich,1,FALSE
20606,ForestWetRich,ForestWetRich,1,FALSE
20607,ForestWetRich,ForestWetRich,1,FALSE
20608,ForestWetRich,ForestWetRich,1,FALSE
20609,ForestWetRich,ForestWetRich,0,FALSE
20611,OpenWetRich,OpenWetRich,0,FALSE
20612,OpenWetRich,OpenWetRich,0,FALSE
20613,OpenWetRich,OpenWetRich,0,FALSE
20617,OpenWetRich,OpenWetRich,0,FALSE
20618,OpenWetRich,OpenWetRich,0,FALSE
20619,OpenWetRich,OpenWetRich,0,FALSE
20620,OpenWetRich,OpenWetRich,0,FALSE
20899,ForestWetRich,ForestWetRich,1,FALSE
20900,ForestWetRich,ForestWetRich,1,FALSE
20903,ForestWetRich,ForestWetRich,0,FALSE
20904,ForestWetRich,ForestWetRich,0,FALSE
20906,OpenWetRich,OpenWetRich,0,FALSE
20907,OpenWetRich,OpenWetRich,0,FALSE
20908,OpenWetRich,OpenWetRich,0,FALSE
20913,OpenWetRich,OpenWetRich,0,FALSE
20914,OpenWetRich,OpenWetRich,0,FALSE
20915,OpenWetRich,OpenWetRich,0,FALSE
20916,OpenWetRich,OpenWetRich,0,FALSE
20917,OpenWetRich,OpenWetRich,0,FALSE
21195,ForestWetRich,ForestWetRich,1,FALSE
21198,ForestWetRich,ForestWetRich,0,FALSE
21199,ForestWetRich,ForestWetRich,0,FALSE
21203,OpenWetRich,OpenWetRich,0,FALSE
21208,OpenWetRich,OpenWetRich,0,FALSE
21209,OpenWetRich,OpenWetRich,0,FALSE
21210,OpenWetRich,OpenWetRich,0,FALSE
21211,OpenWetRich,OpenWetRich,0,FALSE
21490,ForestWetRich,ForestWetRich,1,FALSE
21491,ForestWetRich,ForestWetRich,1,FALSE
21492,ForestWetRich,ForestWetRich,1,FALSE
21493,ForestWetRich,ForestWetRich,0,FALSE
21494,ForestWetRich,ForestWetRich,0,FALSE
21498,OpenWetRich,OpenWetRich,0,FALSE
21503,OpenWetRich,OpenWetRich,0,FALSE
21504,OpenWetRich,OpenWetRich,0,FALSE
21505,OpenWetRich,OpenWetRich,0,FALSE
21506,OpenWetRich,OpenWetRich,0,FALSE
21786,ForestWetRich,ForestWetRich,1,FALSE
21787,ForestWetRich,ForestWetRich,1,FALSE
21788,ForestWetRich,ForestWetRich,0,FALSE
21789,ForestWetRich,ForestWetRich,0,FALSE
21793,OpenWetRich,OpenWetRich,0,FALSE
22081,ForestWetRich,ForestWetRich,1,FALSE
22082,ForestWetRich,ForestWetRich,1,FALSE
22083,ForestWetRich,ForestWetRich,0,FALSE
22084,ForestWetRich,ForestWetRich,0,FALSE
22088,OpenWetRich,OpenWetRich,0,FALSE
22377,ForestWetRich,ForestWetRich,0,FALSE
22378,ForestWetRich,ForestWetRich,0,FALSE
22379,ForestWetRich,ForestWetRich,0,FALSE
22383,OpenWetRich,OpenWetRich,0,FALSE
22406,OpenWetRich,OpenWetRich,0,FALSE
22672,ForestWetRich,ForestWetRich,0,FALSE
22673,ForestWetRich,ForestWetRich,0,FALSE
22678,OpenWetRich,OpenWetRich,0,FALSE
22691,ForestWetPoor,ForestWetPoor,0,FALSE
22692,ForestWetPoor,ForestWetPoor,0,FALSE
22693,ForestWetPoor,ForestWetPoor,0,FALSE
22694,ForestWetPoor,ForestWetPoor,0,FALSE
22695,ForestWetPoor,ForestWetPoor,0,FALSE
22696,ForestWetPoor,ForestWetPoor,0,FALSE
22697,ForestWetPoor,ForestWetPoor,0,FALSE
22698,ForestWetPoor,ForestWetPoor,0,FALSE
22699,ForestWetPoor,ForestWetPoor,0,FALSE
22701,OpenWetRich,OpenWetRich,0,FALSE
22966,ForestWetRich,ForestWetRich,1,FALSE
22967,ForestWetRich,ForestWetRich,0,FALSE
22968,ForestWetRich,ForestWetRich,0,FALSE
22973,OpenWetRich,OpenWetRich,0,FALSE
22986,ForestWetPoor,ForestWetPoor,0,FALSE
22987,ForestWetPoor,ForestWetPoor,0,FALSE
22988,ForestWetPoor,ForestWetPoor,0,FALSE
22989,ForestWetPoor,ForestWetPoor,0,FALSE
22990,ForestWetPoor,ForestWetPoor,0,FALSE
22991,ForestWetPoor,ForestWetPoor,0,FALSE
22992,ForestWetPoor,ForestWetPoor,0,FALSE
22993,ForestWetPoor,ForestWetPoor,0,FALSE
22994,ForestWetPoor,ForestWetPoor,0,FALSE
23260,ForestWetRich,ForestWetRich,1,FALSE
23261,ForestWetRich,ForestWetRich,1,FALSE
23262,ForestWetRich,ForestWetRich,0,FALSE
23263,ForestWetRich,ForestWetRich,0,FALSE
23274,OpenWetRich,OpenWetRich,0,FALSE
23281,OpenDryPoor,OpenDryPoor,0,FALSE
23282,OpenDryPoor,OpenDryPoor,0,FALSE
23554,ForestWetRich,ForestWetRich,1,FALSE
23555,ForestWetRich,ForestWetRich,1,FALSE
23556,ForestWetRich,ForestWetRich,1,FALSE
23557,ForestWetRich,ForestWetRich,0,FALSE
23558,ForestWetRich,ForestWetRich,0,FALSE
23569,OpenWetRich,OpenWetRich,0,FALSE
23570,OpenWetRich,OpenWetRich,0,FALSE
23576,OpenDryPoor,OpenDryPoor,0,FALSE
23850,ForestWetRich,ForestWetRich,1,FALSE
23851,ForestWetRich,ForestWetRich,1,FALSE
23852,ForestWetRich,ForestWetRich,1,FALSE
23853,ForestWetRich,ForestWetRich,1,FALSE
23857,OpenWetRich,OpenWetRich,0,FALSE
23864,OpenWetRich,OpenWetRich,0,FALSE
23865,OpenWetRich,OpenWetRich,0,FALSE
23871,OpenDryPoor,OpenDryPoor,0,FALSE
23872,OpenDryPoor,OpenDryPoor,0,FALSE
23873,OpenDryPoor,OpenDryPoor,0,FALSE
23874,OpenDryPoor,OpenDryPoor,0,FALSE
23875,OpenDryPoor,OpenDryPoor,0,FALSE
23876,OpenDryPoor,OpenDryPoor,0,FALSE
23877,OpenDryPoor,OpenDryPoor,0,FALSE
23878,OpenDryPoor,OpenDryPoor,0,FALSE
23879,OpenDryPoor,OpenDryPoor,0,FALSE
23880,OpenDryPoor,OpenDryPoor,0,FALSE
